ubigeo,total_fp,total_pl,total_validos,total_en_blanco,total_votos_nulos,total_votos_impugnados,total_votos_emitidos,total_primera_accion_popular,total_primera_app,total_primera_avanza_pais,total_democracia_directa,total_primera_frente_amplio,total_primera_fuerza_popular,total_primera_jpp,total_primera_somos,total_primera_partido_morado,total_primera_nacionalista,total_primera_peru_libre,total_primera_ppc,total_primera_pps,total_primera_podemos_peru,total_primera_renacimiento,total_renovacion_popular,total_upp,total_victoria_nacional,total_primera_blanco,total_primera_nulo
080912,209,858,1067,13,34,0,1114,109,18,10,12,4,48,40,4,4,43,366,3,6,7,8,36,45,15,216,41
080913,207,913,1120,13,37,0,1170,114,14,5,10,10,44,39,7,18,15,555,3,1,6,4,89,14,18,295,55
080914,822,2607,3429,59,211,0,3699,280,22,54,58,58,329,177,62,39,91,358,21,36,54,23,65,42,207,1163,178
081001,208,1699,1907,23,90,0,2020,193,20,42,10,15,53,494,20,15,13,566,6,2,7,25,35,11,20,275,113
081002,188,1622,1810,32,91,0,1933,125,8,46,10,33,35,197,83,7,37,591,6,6,11,25,44,27,10,449,177
081003,115,1751,1866,39,155,0,2060,102,11,26,48,17,33,389,20,8,16,509,8,8,13,22,13,12,13,617,176
081004,111,491,602,7,19,0,628,71,7,9,1,10,22,135,8,0,14,109,2,2,5,5,12,1,8,111,28
081005,191,3101,3292,42,120,0,3454,232,28,33,54,31,81,817,13,10,69,878,5,9,14,45,17,26,15,817,187
081006,66,2333,2399,37,69,0,2505,120,31,19,54,61,78,442,54,8,20,716,5,6,10,35,16,64,12,835,199
081007,110,1188,1298,16,80,0,1394,160,15,18,19,12,54,236,13,3,13,383,7,1,10,14,14,16,10,272,97
081008,128,507,635,7,22,0,664,59,3,12,2,3,33,127,5,3,1,157,2,1,2,12,1,4,4,86,44
081009,77,867,944,10,62,0,1016,78,23,19,27,8,50,255,6,5,6,341,2,3,5,18,17,8,4,257,110
081101,627,6101,6728,78,372,0,7178,565,82,96,32,69,198,769,33,29,46,2761,43,29,35,73,73,60,26,1461,754
081102,137,1628,1765,18,82,0,1865,85,23,37,38,10,66,177,9,5,10,836,6,4,16,25,47,14,8,310,133
081103,201,4655,4856,53,165,0,5074,345,30,75,39,47,100,370,19,15,27,2075,11,8,17,83,29,59,10,1028,468
081104,303,4624,4927,39,257,0,5223,188,77,82,34,21,129,630,18,18,25,2461,34,5,27,72,48,25,16,1010,452
081105,267,3649,3916,27,161,0,4104,215,54,60,50,33,89,434,10,15,28,1926,15,8,21,66,62,32,17,690,301
081106,340,2275,2615,30,131,0,2776,128,34,53,16,16,136,325,13,12,23,1020,3,4,17,38,48,66,25,569,164
081201,963,6261,7224,56,358,0,7638,542,146,268,40,65,283,1526,24,45,40,2321,21,15,49,115,205,75,97,1112,507
081202,506,3095,3601,23,133,0,3757,255,52,112,20,23,116,1075,9,38,25,975,9,10,23,30,84,42,44,485,179
081203,335,1044,1379,5,51,0,1435,110,54,41,7,12,169,88,7,8,12,446,6,3,11,11,28,33,28,206,43
081204,64,1765,1829,14,52,0,1895,91,9,26,16,8,23,74,1,3,4,1025,3,2,3,33,17,10,8,430,73
081205,577,5842,6419,90,355,0,6864,395,58,92,80,53,264,673,21,29,32,3122,24,11,30,104,92,66,57,1514,595
081206,187,2266,2453,28,141,0,2622,199,29,59,19,20,63,507,7,7,16,1176,6,4,8,27,48,34,17,449,190
081207,264,1962,2226,27,140,0,2393,219,37,75,8,40,83,555,5,14,16,662,5,5,15,23,61,37,20,430,186
081208,370,1901,2271,21,85,0,2377,303,67,94,19,14,150,592,20,10,20,782,21,18,24,27,102,23,45,318,169
081209,189,1827,2016,21,69,0,2106,193,24,41,14,42,105,260,9,8,20,985,4,11,20,26,18,23,14,530,128
081210,320,8564,8884,57,273,0,9214,233,39,167,76,18,91,310,155,14,34,5555,12,8,26,99,65,62,22,1496,443
081211,915,4111,5026,38,229,0,5293,530,154,259,30,19,242,1019,23,39,29,1696,22,16,65,47,242,73,106,623,252
081212,295,5545,5840,58,224,0,6122,324,24,93,39,62,142,958,19,18,42,2192,15,14,23,96,79,50,18,1353,531
081301,2259,11083,13342,106,633,0,14081,1555,259,789,59,59,492,3097,114,143,50,3585,79,35,122,147,638,104,223,1564,717
081302,527,5541,6068,55,213,0,6336,505,74,170,44,31,265,1519,35,35,42,3129,31,21,65,110,199,61,53,1037,371
081303,461,2753,3214,23,108,0,3345,278,49,131,9,22,166,964,18,21,14,973,16,4,28,34,82,28,20,418,157
081304,768,3166,3934,19,150,0,4103,551,77,192,10,11,98,646,27,45,13,1022,25,5,73,20,157,13,80,342,90
081305,350,3558,3908,37,178,0,4123,289,38,70,14,44,190,1310,17,27,28,1206,9,9,27,36,68,34,28,819,254
081306,640,5554,6194,35,436,0,6665,585,118,198,51,45,206,1826,28,36,33,1416,20,11,56,50,173,39,58,1082,522
081307,297,1593,1890,7,74,0,1971,171,43,112,1,11,72,636,13,19,5,419,22,1,23,28,49,29,27,147,89
090101,2812,19558,22370,103,975,0,23448,2063,530,1146,91,134,592,1801,133,244,224,10584,114,31,217,525,1045,112,351,2309,1089
090102,231,754,985,9,30,0,1024,102,6,16,1,7,126,52,12,4,61,532,2,3,7,20,26,12,4,194,65
090103,1077,9539,10616,112,479,0,11207,880,55,268,16,53,364,344,80,38,217,4661,17,14,89,201,142,130,74,2643,758
090104,60,355,415,4,30,0,449,57,4,11,2,2,10,47,2,1,16,114,1,0,1,11,6,5,12,133,32
090105,206,705,911,14,57,0,982,89,10,17,4,5,67,61,4,6,33,333,4,5,5,29,28,13,10,239,43
090106,162,1014,1176,15,49,0,1240,87,8,29,2,14,56,35,6,5,14,519,1,2,21,11,16,8,6,325,52
090107,49,293,342,3,34,0,379,38,4,12,1,2,17,30,13,5,12,115,1,2,2,14,6,1,4,83,26
090108,215,420,635,2,24,0,661,58,10,29,2,2,75,64,6,3,14,216,7,1,5,8,23,6,12,98,23
090109,59,393,452,3,23,0,478,72,2,4,1,3,10,30,0,1,22,189,0,2,4,10,10,8,4,84,27
090110,89,372,461,1,30,0,492,35,2,8,2,1,17,26,1,1,29,180,2,0,2,6,13,1,1,82,33
090111,132,342,474,4,30,0,508,45,1,7,0,1,53,22,6,6,4,192,0,1,4,10,17,7,8,132,23
090112,159,436,595,4,34,0,633,36,17,27,1,3,41,60,18,5,12,180,0,0,4,27,15,13,9,118,44
090113,77,973,1050,9,44,0,1103,68,4,13,4,6,13,72,3,11,15,544,1,0,4,8,11,15,0,227,52
090114,175,1236,1411,23,50,0,1484,57,10,18,6,8,40,60,1,6,60,872,1,2,12,23,31,14,7,280,65
090115,91,270,361,4,21,0,386,45,4,13,3,1,16,34,7,4,12,97,1,1,3,9,5,8,15,84,29
090116,180,890,1070,22,36,0,1128,76,5,10,4,8,45,60,54,4,31,338,3,4,5,26,28,7,6,260,61
090117,835,10774,11609,50,358,0,12017,1565,60,150,17,66,168,228,127,298,121,5414,9,9,66,116,206,55,76,2626,694
090118,686,6210,6896,46,259,0,7201,722,106,291,23,39,152,426,33,61,82,3360,18,7,66,159,296,38,77,699,294
090119,369,2968,3337,38,150,0,3525,349,26,73,12,23,101,155,16,18,83,1521,3,5,30,49,54,46,27,848,156
090201,708,4274,4982,38,200,0,5220,382,48,109,4,151,192,293,15,31,41,2177,13,4,35,51,121,36,86,1036,231
090202,155,1786,1941,15,68,0,2024,138,6,30,3,18,41,38,4,3,15,1137,2,2,5,18,17,21,6,403,138
090203,283,2263,2546,21,119,14,2700,185,10,39,3,62,72,30,4,6,13,1250,1,2,18,30,17,9,9,612,342
090204,248,957,1205,19,49,0,1273,117,4,20,2,8,88,65,8,5,14,496,2,1,4,12,5,5,41,252,43
090205,181,793,974,18,56,0,1048,115,12,13,3,11,99,56,8,2,15,375,2,1,11,16,10,11,12,237,31
090206,658,5152,5810,50,214,0,6074,526,17,121,6,23,145,64,13,14,28,3492,2,3,12,41,92,31,23,1197,326
090207,265,1357,1622,16,87,0,1725,114,12,34,2,13,94,70,7,11,23,693,2,2,9,16,84,13,33,399,67
090208,319,2478,2797,38,134,0,2969,443,8,34,4,104,53,59,2,7,29,1162,2,3,5,16,27,10,6,789,235
090301,1580,9919,11499,214,668,0,12381,985,115,272,42,130,386,461,43,155,213,4669,23,25,130,327,415,75,111,3334,744
090302,97,3414,3511,24,134,0,3669,324,10,63,2,16,53,63,1,18,38,1950,3,3,11,54,40,23,30,940,221
090303,41,393,434,7,10,0,451,30,4,8,0,1,5,16,0,4,13,192,0,0,8,6,7,3,7,120,20
090304,130,1699,1829,12,70,0,1911,172,11,39,2,5,47,22,7,12,11,929,3,2,28,28,25,11,7,417,101
090305,212,424,636,4,21,0,661,59,2,7,3,32,86,56,2,3,4,128,0,2,2,6,18,1,5,167,22
090306,195,1637,1832,30,93,0,1955,170,11,28,1,38,38,99,8,4,38,805,4,2,12,25,32,14,13,528,116
090307,73,631,704,9,32,0,745,86,2,4,0,14,16,34,0,7,12,267,0,1,5,11,20,8,18,235,45
090308,78,673,751,13,28,0,792,73,8,11,5,13,17,46,2,7,15,248,0,2,4,16,19,4,4,223,46
090309,92,539,631,4,18,0,653,44,0,12,2,10,24,54,1,1,16,257,1,0,4,8,36,2,12,107,19
090310,71,472,543,1,10,0,554,34,3,11,0,37,17,50,2,2,9,235,1,0,2,4,9,3,3,78,32
090311,126,570,696,6,30,0,732,41,1,5,0,12,45,30,0,2,12,313,1,0,6,6,18,0,13,145,47
090312,76,1254,1330,8,38,0,1376,136,8,23,5,18,48,64,3,5,23,709,2,3,15,33,35,10,10,294,55
090401,422,929,1351,13,55,0,1419,133,12,32,1,9,168,90,11,7,21,512,1,0,9,10,63,10,15,339,56
090402,334,373,707,10,38,0,755,73,7,7,0,2,129,37,7,5,16,144,3,3,17,4,27,3,4,142,28
090403,212,692,904,17,22,0,943,88,12,11,2,5,89,52,5,12,15,302,2,2,6,13,24,5,11,172,35
090404,204,483,687,4,29,0,720,64,2,12,1,3,111,65,6,4,28,175,0,0,17,7,6,2,13,126,12
090405,105,434,539,5,9,0,553,78,5,6,1,1,24,62,3,1,25,172,0,1,2,2,14,2,1,124,12
090406,164,290,454,5,33,0,492,54,1,7,1,4,83,43,1,2,2,147,0,0,3,6,15,2,5,69,22
090407,236,695,931,6,24,0,961,112,7,16,0,6,84,79,8,12,29,219,1,3,26,9,17,2,23,171,29
090408,132,184,316,1,8,0,325,34,0,5,0,3,54,11,0,1,6,80,0,0,8,1,5,1,5,55,10
090409,195,362,557,1,31,0,589,50,4,19,3,3,88,53,1,3,13,118,2,0,1,1,17,1,9,87,25
090410,207,288,495,7,7,0,509,59,2,9,0,3,84,47,3,0,10,93,1,0,15,1,8,4,18,77,22
090411,103,590,693,10,30,0,733,56,13,12,2,2,30,35,4,1,5,286,1,1,3,14,9,3,6,115,38
090412,248,161,409,1,19,0,429,35,2,14,0,3,122,14,1,0,2,97,3,0,7,0,16,0,11,65,5
090413,334,598,932,13,26,0,971,123,12,28,0,5,146,75,8,8,30,222,4,2,17,6,40,9,12,161,54
090501,342,2114,2456,43,111,0,2610,143,205,44,2,9,86,146,15,9,36,951,2,1,17,25,59,15,20,595,131
090502,278,2276,2554,39,132,0,2725,121,44,43,4,13,69,67,25,6,47,1210,0,5,7,27,38,51,7,821,107
090503,228,889,1117,18,58,0,1193,94,17,14,2,6,62,21,7,6,30,370,3,6,1,19,26,19,16,308,144
090504,134,876,1010,12,54,0,1076,83,53,23,2,4,48,72,5,7,15,518,3,4,4,15,34,9,7,318,58
090505,100,305,405,1,15,0,421,30,17,13,1,3,29,31,1,0,1,139,1,2,2,5,12,3,4,90,16
090506,217,1705,1922,20,99,0,2041,80,59,26,5,9,51,71,5,2,40,869,1,5,11,28,31,24,7,420,304
090507,449,2030,2479,35,125,0,2639,177,37,38,5,8,92,49,9,10,45,1234,2,3,13,27,26,18,14,673,132
090508,137,348,485,4,9,0,498,53,8,7,0,2,74,24,1,2,6,169,1,1,0,6,21,2,2,81,13
090509,301,1027,1328,28,49,0,1405,149,32,30,2,6,77,42,11,7,41,427,4,2,15,17,39,16,16,348,74
090510,172,806,978,15,51,0,1044,80,34,17,2,3,31,32,3,3,26,445,1,1,5,10,29,10,12,274,48
090511,217,1432,1649,23,74,0,1746,68,21,11,1,7,54,52,6,2,17,740,4,5,6,16,26,164,10,414,97
090601,409,692,1101,8,36,0,1145,145,7,54,2,3,121,33,7,8,6,413,3,0,22,7,61,2,15,172,27
090602,175,271,446,2,15,0,463,55,3,5,0,0,53,18,2,2,1,144,0,1,1,3,2,3,7,80,41
090603,257,464,721,3,15,1,740,91,4,7,0,1,112,73,4,3,15,111,2,2,12,6,14,2,19,143,18
090604,61,163,224,6,8,0,238,39,0,4,2,0,23,18,0,2,3,72,0,0,4,1,5,0,1,24,12
090605,121,204,325,4,14,0,343,27,0,4,0,0,50,8,1,0,3,78,0,1,3,2,10,1,5,79,16
090606,129,363,492,4,23,0,519,59,9,18,0,2,61,38,1,0,5,105,1,0,6,7,16,3,13,122,27
090607,336,1562,1898,20,93,0,2011,152,12,29,3,19,101,55,7,8,17,923,5,3,18,36,49,12,8,525,166
090608,144,241,385,4,15,0,404,50,5,3,0,3,51,36,0,2,12,69,0,0,0,2,5,2,5,102,17
090609,97,286,383,5,14,0,402,31,0,6,0,0,29,6,0,2,0,201,0,1,7,3,2,0,4,98,14
090610,199,370,569,10,34,0,613,47,2,10,0,7,87,17,2,1,8,332,3,2,8,5,9,0,12,167,27
090611,192,322,514,6,30,0,550,76,2,7,0,1,47,13,1,1,2,86,0,2,0,6,5,1,5,108,21
090612,178,243,421,3,20,0,444,47,0,6,0,0,67,17,2,1,5,119,2,0,0,6,6,1,6,96,19
090613,496,650,1146,18,41,0,1205,195,10,18,1,5,162,37,2,2,14,290,0,0,14,16,28,6,11,282,68
090614,46,276,322,4,15,0,341,65,1,8,0,1,5,9,2,1,2,92,1,0,8,7,4,0,1,100,23
090615,181,293,474,7,18,0,499,36,6,8,2,3,78,25,1,1,2,126,0,0,1,2,14,0,9,93,11
090616,227,284,511,3,20,0,534,49,9,18,0,0,92,12,2,0,2,152,0,1,6,3,14,1,9,87,24
090701,915,3865,4780,43,287,0,5110,300,75,225,18,17,154,364,40,64,525,1415,26,13,50,68,263,125,126,870,210
090702,361,1938,2299,25,97,0,2421,128,24,37,4,8,99,153,13,9,47,780,6,5,21,30,62,22,21,556,351
090703,321,2224,2545,33,88,0,2666,172,26,62,5,18,71,178,9,17,189,937,7,1,10,22,55,42,46,519,145
090704,321,1991,2312,23,82,0,2417,139,13,41,2,8,104,136,30,13,122,976,2,3,18,24,45,65,56,568,134
090705,519,5658,6177,79,281,0,6537,243,44,77,8,45,152,461,185,25,513,1915,12,11,28,63,95,104,69,1804,527
090706,700,4674,5374,43,290,0,5707,282,45,139,16,29,153,374,23,30,793,1629,8,7,29,40,178,164,142,1214,289
090707,523,1043,1566,19,82,1,1668,196,11,18,10,5,132,114,17,5,49,375,4,4,8,25,31,21,36,469,94
090709,259,1870,2129,31,114,0,2274,128,18,45,2,7,88,159,19,12,43,775,3,3,22,23,74,37,76,649,137
090710,211,837,1048,10,43,0,1101,56,26,32,5,5,66,85,9,7,26,416,3,1,15,16,31,18,18,195,69
090711,384,3282,3666,38,139,0,3843,224,53,45,5,29,114,357,8,29,142,1268,6,7,26,80,92,109,63,991,215
090713,109,279,388,5,22,0,415,76,8,4,2,2,30,23,5,2,27,45,3,0,2,15,3,9,16,108,33
090714,525,1399,1924,44,146,0,2114,181,31,21,6,14,131,126,7,10,136,549,2,4,13,101,48,25,53,716,142
090715,488,1045,1533,39,83,0,1655,115,26,24,1,28,157,74,29,30,53,348,1,2,10,156,30,21,32,523,105
090716,265,1145,1410,14,44,0,1468,112,8,30,7,12,86,94,9,10,39,520,3,2,11,27,23,27,8,378,73
090717,538,1646,2184,44,85,0,2313,145,7,21,3,29,113,165,44,16,51,711,1,7,10,65,27,23,96,531,243
090718,255,1002,1257,19,58,0,1334,108,7,20,2,8,52,24,40,3,35,590,2,4,5,11,16,22,15,362,67
090719,283,2006,2289,22,101,0,2412,110,28,37,4,17,90,103,10,4,65,941,3,3,17,18,45,59,27,627,126
090720,115,705,820,8,53,0,881,33,17,11,5,11,46,92,56,6,49,260,2,1,7,22,31,20,2,324,52
090721,55,516,571,6,42,0,619,49,3,8,0,0,15,8,10,0,27,317,0,0,1,3,4,2,5,150,45
090722,84,1150,1234,19,33,0,1286,63,4,16,3,9,24,27,4,3,64,539,2,0,5,13,21,20,30,379,83
090723,79,661,740,9,35,0,784,48,6,4,3,5,19,12,6,5,96,192,2,0,1,9,15,13,48,290,50
100101,20856,25127,45983,262,2957,0,49202,3020,2493,4676,168,155,3986,2466,840,545,339,10242,472,138,1598,171,6824,435,2670,5406,3326
100102,16148,23375,39523,247,2797,0,42567,2636,2475,3503,137,111,3575,1952,772,470,354,10502,333,147,1345,182,5643,453,2013,4808,2317
100103,3502,4237,7739,86,800,0,8625,358,224,102,17,23,1384,271,167,37,80,1983,17,17,104,27,604,80,228,2060,666
100104,1582,7498,9080,124,830,0,10034,470,253,102,16,33,568,172,236,30,95,4030,18,19,69,89,642,96,168,2754,640
100105,299,2344,2643,30,55,0,2728,195,85,40,1,12,70,134,65,11,102,1232,6,8,44,23,112,48,22,790,203
100106,446,2532,2978,27,129,0,3134,200,81,42,3,10,126,122,40,6,51,1195,4,6,32,21,125,51,63,638,222
100107,734,2271,3005,40,213,0,3258,180,101,49,5,10,232,112,38,18,64,1002,12,8,42,12,216,55,88,739,239
100108,136,1623,1759,29,93,0,1881,117,103,23,6,18,32,27,18,2,45,771,2,5,13,7,36,31,10,486,128
100109,2574,8320,10894,187,1168,0,12249,593,404,175,23,36,804,362,275,60,165,3260,30,25,120,71,611,149,274,3878,1217
100110,161,1191,1352,10,51,0,1413,88,28,16,2,7,35,78,17,6,47,548,2,0,10,9,26,14,47,339,57
100111,4775,10070,14845,81,1045,0,15971,958,681,1070,44,45,1055,759,249,179,113,4494,98,37,447,62,1780,127,557,1690,1080
100112,122,1465,1587,11,37,0,1635,83,21,11,0,8,36,55,22,3,68,667,1,1,8,10,33,38,13,411,64
100113,975,2988,3963,61,295,0,4319,175,120,42,3,10,299,51,58,11,50,1584,6,6,32,32,499,24,59,1055,257
100201,3498,5874,9372,114,648,0,10134,415,306,360,20,22,972,231,115,46,174,2549,46,29,147,43,973,128,706,2193,599
100202,382,1407,1789,21,63,0,1873,146,32,24,3,6,144,45,44,10,103,648,5,2,28,8,31,11,34,488,102
100203,140,1012,1152,17,53,0,1222,56,13,8,2,3,45,28,3,4,20,574,1,9,14,13,47,10,36,297,88
100204,1127,1959,3086,39,178,0,3303,131,97,54,7,15,376,99,76,10,53,923,4,4,38,23,225,37,147,781,188
100205,1442,2918,4360,55,354,0,4769,239,105,80,17,8,625,86,72,28,82,1454,8,10,55,20,189,44,243,1178,344
100206,340,796,1136,9,66,0,1211,83,40,23,0,2,164,26,3,0,12,426,0,0,6,7,40,16,29,232,104
100207,1129,3843,4972,59,219,0,5250,250,153,70,11,20,369,128,72,15,96,1897,2,7,77,36,198,118,133,1380,283
100208,1044,1244,2288,23,220,0,2531,139,80,107,4,6,299,66,47,27,28,562,7,0,39,8,259,15,143,511,158
100301,524,1811,2335,29,126,0,2490,150,35,87,6,4,95,88,36,21,24,1117,5,5,28,5,107,7,71,497,118
100307,208,1520,1728,26,107,0,1861,153,44,17,2,4,30,62,45,8,19,758,2,0,16,12,75,24,15,460,120
100311,269,2079,2348,49,110,0,2507,182,60,19,1,12,51,47,28,5,23,1032,2,4,13,19,91,30,29,656,294
100313,588,2408,2996,38,152,0,3186,204,63,40,2,5,133,138,62,9,29,1349,2,4,41,17,167,14,26,711,431
100316,70,460,530,6,15,0,551,57,22,9,1,0,20,25,19,1,6,182,0,0,10,3,37,1,7,127,29
100317,655,2055,2710,16,169,0,2895,149,57,40,8,5,189,70,74,9,23,1427,3,2,25,10,128,11,53,585,125
100321,333,703,1036,7,30,0,1073,76,17,12,2,6,69,28,47,6,6,373,1,0,16,6,80,5,31,250,59
100322,226,1308,1534,9,68,0,1611,90,44,30,5,7,26,53,32,3,14,737,1,0,23,14,116,13,27,367,72
100323,323,1011,1334,42,62,0,1438,122,45,15,1,3,78,37,50,5,20,420,0,4,20,9,105,23,21,390,110
100401,377,1837,2214,76,135,0,2425,162,134,49,6,8,75,158,127,11,47,566,13,1,31,23,33,19,53,580,290
100402,197,1080,1277,24,57,0,1358,96,121,10,1,8,54,66,49,9,33,400,3,3,56,7,22,7,16,382,66
100403,107,524,631,3,16,0,650,56,40,4,0,1,42,64,16,1,6,195,3,1,10,3,7,1,21,148,29
100404,418,2118,2536,55,177,0,2768,205,127,21,2,12,115,238,76,11,72,914,7,7,48,19,32,15,30,840,253
100501,1085,4506,5591,92,284,0,5967,348,179,89,8,29,264,428,157,46,104,2132,13,9,79,26,434,37,183,1523,400
100502,104,431,535,4,25,0,564,41,20,4,1,6,24,41,35,0,18,181,1,0,9,5,16,5,35,196,34
100503,281,1647,1928,38,99,0,2065,102,52,38,1,6,72,59,70,6,45,752,2,1,24,7,140,17,40,519,140
100504,374,2327,2701,33,178,0,2912,106,69,30,5,9,96,100,50,7,39,1219,5,7,59,13,308,37,34,613,207
100505,144,328,472,9,26,0,507,41,51,4,0,3,26,47,48,3,5,64,2,2,4,0,55,2,33,165,37
100506,118,1545,1663,24,66,0,1753,59,95,12,6,4,39,60,30,3,11,769,0,1,17,10,91,9,13,444,113
100507,1126,4653,5779,83,261,0,6123,446,474,103,53,52,360,629,135,39,58,1236,7,9,118,28,399,72,153,1697,374
100508,179,737,916,9,52,0,977,60,15,15,0,2,29,38,12,3,12,478,1,1,13,16,62,8,22,256,46
100509,321,2004,2325,28,98,0,2451,129,83,23,1,12,52,109,46,5,19,923,5,0,32,17,199,12,67,627,175
100510,216,1117,1333,17,125,0,1475,89,43,6,3,3,65,96,11,7,14,490,2,3,16,7,76,15,48,389,139
100511,247,695,942,13,62,0,1017,95,51,9,6,6,49,62,26,2,21,253,2,4,9,5,54,12,21,294,62
100601,15343,12718,28061,196,1775,0,30032,1905,2197,2183,115,93,4894,1052,403,306,361,4012,159,68,1084,106,4350,207,1296,4606,1454
100602,1306,2520,3826,44,251,0,4121,497,230,79,8,10,414,225,68,14,54,715,7,7,72,10,271,57,116,919,255
100603,807,1337,2144,25,115,0,2284,160,116,34,2,6,305,112,59,12,32,469,2,4,27,7,196,36,46,503,128
100604,2227,4355,6582,56,307,0,6945,306,282,198,10,23,701,313,84,52,712,1281,18,13,113,15,588,101,237,1342,494
100605,2241,2814,5055,55,227,0,5337,280,356,177,9,27,899,243,151,29,83,793,13,9,123,22,430,45,143,1082,296
100606,2356,3151,5507,79,438,0,6024,430,328,160,10,17,1056,180,147,28,122,1084,8,11,108,21,385,46,166,1513,413
100607,461,1165,1626,25,101,0,1752,83,34,11,1,7,153,69,24,3,349,317,2,1,11,7,76,8,31,438,95
100608,1995,2152,4147,43,256,0,4446,314,237,212,12,15,722,167,50,31,68,658,24,9,127,22,525,26,148,803,186
100609,487,1211,1698,15,122,0,1835,106,110,25,3,8,203,100,29,13,117,310,5,1,18,9,76,20,42,499,136
100610,309,882,1191,17,65,0,1273,63,42,23,1,17,95,83,32,2,150,199,4,1,23,4,65,14,53,331,65
100701,2425,3750,6175,127,473,0,6775,599,205,94,8,26,497,294,179,41,124,1851,17,11,141,39,179,46,118,1733,507
100702,555,1939,2494,23,97,0,2614,192,138,31,2,17,167,146,60,21,118,633,4,3,35,18,76,94,54,506,174
100703,294,755,1049,34,68,0,1151,93,39,14,1,10,24,46,56,9,12,245,2,1,14,12,8,6,8,285,345
100704,255,1211,1466,13,90,0,1569,62,35,11,1,7,43,58,21,5,245,411,3,2,9,6,93,20,14,413,112
100705,183,664,847,3,28,0,878,31,33,8,1,3,76,41,9,15,43,377,4,1,8,2,26,36,11,307,50
